AFFGEOID,Cartogram Data (eg. Population),Color,Inset,Label,ALAND,AWATER,COUNTYNS,GEOID,ShapeName
0500000US29223,"10,974",,,,1966281378,38535344,758564,29223,Washington
0500000US29225,"39,085",,,,1534731572,3109281,758565,29225,Wayne
0500000US29227,"1,973",,,,690564983,493903,758566,29227,Webster
0500000US29229,"18,188",,,,1765788195,3525240,758567,29229,Worth
0500000US29510,"301,578",,,,159896485,11563208,767557,29510,Wright
0500000US30001,"9,371",,,,14355492120,78345288,1719627,30001,Beaverhead
0500000US30003,"13,124",,,,12944280256,47395459,1716521,30003,Big Horn
0500000US30005,"7,044",,,,10949218328,29079295,1722470,30005,Blaine
0500000US30007,"6,774",,,,3088195855,118487318,1719625,30007,Broadwater
0500000US30009,"10,473",,,,5303728455,35213028,1720111,30009,Carbon
0500000US30011,"1,415",,,,8651796246,19503322,1688746,30011,Carter
0500000US30013,"84,414",,,,6988324590,34310133,1719622,30013,Cascade
0500000US30015,"5,895",,,,10288778621,62611691,1719619,30015,Chouteau
0500000US30017,"11,867",,,,9798723734,25612454,1720109,30017,Custer
0500000US30019,"1,661",,,,3694021963,1021697,1637566,30019,Daniels
0500000US30021,"8,940",,,,6143260044,29884283,1715632,30021,Dawson
0500000US30023,"9,421",,,,1907998860,12199890,1719617,30023,Deer Lodge
0500000US30025,"3,049",,,,4197320396,5915331,1688745,30025,Fallon
0500000US30027,"11,446",,,,11238811035,27700317,1719614,30027,Fergus
0500000US30029,"104,357",,,,13175845388,437161601,1719611,30029,Flathead
0500000US30031,"118,960",,,,6747831014,73615974,1720053,30031,Gallatin
0500000US30033,"1,173",,,,12112233250,446864356,1716058,30033,Garfield
0500000US30035,"13,778",,,,7757405145,105684958,1719607,30035,Glacier
0500000US30037,823,,,,3041740576,2621792,1723078,30037,Golden Valley
0500000US30039,"3,309",,,,4473328972,14546367,1719605,30039,Granite
0500000US30041,"16,309",,,,7509415030,44186124,1720048,30041,Hill
0500000US30043,"12,085",,,,4291603025,6256292,1720045,30043,Jefferson
0500000US30045,"2,023",,,,4842466559,2066739,1719602,30045,Judith Basin
0500000US30047,"31,134",,,,3860292622,423545836,1796943,30047,Lake
0500000US30049,"70,973",,,,8957164728,101496096,793926,30049,Lewis and Clark
0500000US30051,"1,959",,,,3703651373,44411471,1720036,30051,Liberty
0500000US30053,"19,677",,,,9356484224,161555792,1720038,30053,Lincoln
0500000US30055,"1,729",,,,6843332035,103024685,1716270,30055,Madison
0500000US30057,"8,623",,,,9293281838,39849039,1720033,30057,McCone
0500000US30059,"1,927",,,,6194909925,7475979,1719600,30059,Meagher
0500000US30061,"4,535",,,,3158799812,9897218,1720030,30061,Mineral
0500000US30063,"117,922",,,,6715861997,64585269,1719596,30063,Missoula
0500000US30065,"4,730",,,,4840577746,7118682,1719593,30065,Musselshell
0500000US30067,"17,191",,,,7258388273,27861799,1720027,30067,Park
0500000US30069,496,,,,4288047861,48927318,1719590,30069,Petroleum
0500000US30071,"4,217",,,,13313630163,185493134,1720023,30071,Phillips
0500000US30073,"5,898",,,,4207608375,43980663,1719587,30073,Pondera
0500000US30075,"1,694",,,,8542288822,1565958,1719584,30075,Powder River
0500000US30077,"6,946",,,,6024421103,16247901,1720021,30077,Powell
0500000US30079,"1,088",,,,4497780202,15092932,1715847,30079,Prairie
0500000US30081,"44,174",,,,6192574713,24289479,1719582,30081,Ravalli
0500000US30083,"11,491",,,,5398974515,49002593,1715338,30083,Richland
0500000US30085,"10,794",,,,6098391677,38582249,1669428,30085,Roosevelt
0500000US30087,"8,329",,,,12971010185,44234227,1716795,30087,Rosebud
0500000US30089,"12,400",,,,7149404122,76395122,1719578,30089,Sanders
0500000US30091,"3,539",,,,4343256743,75111952,1677577,30091,Sheridan
0500000US30093,"35,133",,,,1859568271,1518178,1719575,30093,Silver Bow
0500000US30095,"8,963",,,,4653550993,23732517,1719572,30095,Stillwater
0500000US30097,"3,678",,,,4805816391,17455905,1719569,30097,Sweet Grass
0500000US30099,"6,226",,,,5883457566,52625570,1720018,30099,Teton
0500000US30101,"4,971",,,,4959475392,78025726,1719566,30101,Toole
0500000US30103,762,,,,2532492072,17149960,1719563,30103,Treasure
0500000US30105,"7,578",,,,12758577238,351384872,1678923,30105,Valley
0500000US30107,"2,069",,,,3684208396,13010928,1719560,30107,Wheatland
0500000US30109,937,,,,2303979500,1756846,1696629,30109,Wibaux
0500000US30111,"164,731",,,,6820650795,39944760,1719558,30111,Yellowstone
0500000US31001,"31,205",,,,1458872834,2477681,835823,31001,Adams
0500000US31003,"6,295",,,,2220025614,3716675,835824,31003,Antelope
0500000US31005,434,,,,1852234549,7644718,835825,31005,Arthur
0500000US31007,674,,,,1932231568,392073,835826,31007,Banner
0500000US31009,431,,,,1840681023,9443894,835827,31009,Blaine
0500000US31011,"5,379",,,,1778138691,1745891,835828,31011,Boone
0500000US31013,"10,842",,,,2785180098,6588657,835991,31013,Box Butte
0500000US31015,"1,810",,,,1398424239,11893569,835829,31015,Boyd
0500000US31017,"2,903",,,,3163296263,9814399,835830,31017,Brown
0500000US31019,"50,084",,,,2507679099,18593333,835831,31019,Buffalo
0500000US31021,"6,722",,,,1273201340,14186270,835832,31021,Burt
0500000US31023,"8,369",,,,1514867108,15326897,835833,31023,Butler
0500000US31025,"26,598",,,,1443520798,22130961,835834,31025,Cass
0500000US31027,"8,380",,,,1917222688,14511196,835835,31027,Cedar
0500000US31029,"3,893",,,,2316533441,7978172,835836,31029,Chase
0500000US31031,"5,455",,,,15436903463,127452902,835837,31031,Cherry
0500000US31033,"9,468",,,,3097646971,292549,835838,31033,Cheyenne
0500000US31035,"6,104",,,,1482222887,3234876,835839,31035,Clay
0500000US31037,"10,582",,,,1066160690,12611136,835840,31037,Colfax
0500000US31039,"9,013",,,,1477645345,10690204,835841,31039,Cuming
0500000US31041,"10,545",,,,6670757181,932956,835842,31041,Custer
0500000US31043,"21,582",,,,684472104,8143818,835843,31043,Dakota
0500000US31045,"8,199",,,,3616636214,11875952,835844,31045,Dawes
0500000US31047,"24,111",,,,2623809791,16509199,835845,31047,Dawson
0500000US31049,"1,838",,,,1139208344,2229828,835846,31049,Deuel
0500000US31051,"5,606",,,,1233120004,17111900,835847,31051,Dixon
0500000US31053,"37,167",,,,1370277207,36091675,835848,31053,Dodge
0500000US31055,"584,526",,,,845391130,33520306,835849,31055,Douglas
0500000US31057,"1,654",,,,2381956204,3046331,835850,31057,Dundy
0500000US31059,"5,551",,,,1490202741,2989992,835851,31059,Fillmore
0500000US31061,"2,889",,,,1491355863,487899,835852,31061,Franklin
0500000US31063,"2,519",,,,2524283363,14110080,835853,31063,Frontier
0500000US31065,"4,636",,,,1862542300,3915843,835854,31065,Furnas
0500000US31067,"21,704",,,,2205273758,22012188,835855,31067,Gage
0500000US31069,"1,874",,,,4416875795,66053093,835856,31069,Garden
0500000US31071,"1,813",,,,1474558344,5321553,835857,31071,Garfield
0500000US31073,"1,893",,,,1186616216,11831826,835858,31073,Gosper
0500000US31075,611,,,,2012381803,16500663,835859,31075,Grant
0500000US31077,"2,188",,,,1475804204,2188872,835860,31077,Greeley
0500000US31079,"62,895",,,,1415143422,14903733,835861,31079,Hall
0500000US31081,"9,429",,,,1404057517,6811577,835862,31081,Hamilton
0500000US31083,"3,073",,,,1433471221,53339808,835863,31083,Harlan
0500000US31085,856,,,,1846821531,570786,835864,31085,Hayes
0500000US31087,"2,616",,,,1838742669,22103381,835865,31087,Hitchcock
0500000US31089,"10,127",,,,6248078947,13204331,835866,31089,Holt
0500000US31091,711,,,,1867796117,882994,835867,31091,Hooker
0500000US31093,"6,475",,,,1474578450,16199402,835868,31093,Howard
0500000US31095,"7,240",,,,1476754309,14214254,835869,31095,Jefferson
0500000US31097,"5,290",,,,974029895,1704834,835870,31097,Johnson
0500000US31099,"6,688",,,,1337063562,274634,835871,31099,Kearney
0500000US31101,"8,335",,,,2749903240,124629167,835872,31101,Keith
0500000US31103,769,,,,2002257565,2192458,835873,31103,Keya Paha
0500000US31105,"3,434",,,,2465517096,1448446,835874,31105,Kimball
0500000US31107,"8,391",,,,2870854403,81011712,835875,31107,Knox
0500000US31109,"322,608",,,,2169272970,22847034,835876,31109,Lancaster
0500000US31111,"34,676",,,,6641092845,28436694,835877,31111,Lincoln
0500000US31113,716,,,,1478101945,1203586,835878,31113,Logan
0500000US31115,607,,,,1459513675,19565477,835879,31115,Loup
0500000US31117,399,,,,2225460625,2680669,835881,31117,Madison
0500000US31119,"35,585",,,,1483084610,7325865,835880,31119,McPherson
0500000US31121,"7,668",,,,1261996225,24655494,835882,31121,Merrick
0500000US31123,"4,555",,,,3688187959,15647101,835883,31123,Morrill
0500000US31125,"3,380",,,,1143745449,17166723,835884,31125,Nance
0500000US31127,"7,074",,,,1055100616,5769944,835885,31127,Nemaha
0500000US31129,"4,095",,,,1489645185,1718484,835886,31129,Nuckolls
0500000US31131,"15,912",,,,1594561688,8689332,835887,31131,Otoe
0500000US31133,"2,544",,,,1116478173,4852359,835888,31133,Pawnee
0500000US31135,"2,858",,,,2287768800,2840176,835889,31135,Perkins
0500000US31137,"8,968",,,,1398048634,1646526,835890,31137,Phelps
0500000US31139,"7,317",,,,1484707270,3481943,835891,31139,Pierce
0500000US31141,"34,296",,,,1745780718,27297317,835892,31141,Platte
0500000US31143,"5,214",,,,1136152529,5104692,835893,31143,Polk
0500000US31145,"10,702",,,,1857036304,2591016,835894,31145,Red Willow
0500000US31147,"7,871",,,,1429261302,7077610,835895,31147,Richardson
0500000US31149,"1,262",,,,2611466193,8807741,835896,31149,Rock
0500000US31151,"14,292",,,,1486812315,5821039,835897,31151,Saline
0500000US31153,"190,604",,,,616679952,24397525,835898,31153,Sarpy
0500000US31155,"22,278",,,,1939715798,28209418,835899,31155,Saunders
0500000US31157,"36,084",,,,1915576079,15402683,835900,31157,Scotts Bluff
0500000US31159,"17,609",,,,1479995692,11542537,835901,31159,Seward
0500000US31161,"5,127",,,,6321862270,74723228,835902,31161,Sheridan
0500000US31163,"2,959",,,,1465552764,14998613,835903,31163,Sherman
0500000US31165,"1,135",,,,5352785007,1665309,835904,31165,Sioux
0500000US31167,"5,842",,,,1107500709,8789496,835905,31167,Stanton
0500000US31169,"5,034",,,,1486153254,3025339,835906,31169,Thayer
0500000US31171,669,,,,1845564903,2028433,835907,31171,Thomas
0500000US31173,"6,773",,,,1019377275,6458648,835908,31173,Thurston
0500000US31175,"4,059",,,,1471402764,6076916,835909,31175,Valley
0500000US31177,"20,865",,,,1009985089,8392879,835910,31177,Washington
0500000US31179,"9,697",,,,1147147001,1084590,835911,31179,Wayne
0500000US31181,"3,395",,,,1489017943,337241,835912,31181,Webster
0500000US31183,774,,,,1489717901,1059454,835913,31183,Wheeler
0500000US31185,"14,125",,,,1482794063,8595055,835914,31185,York
0500000US32001,"25,516",,,,12820847811,190742991,858638,32001,Carson City
0500000US32003,"2,265,461",,,,20439308565,438384090,863600,32003,Churchill
0500000US32005,"49,488",,,,1840147662,72317573,858643,32005,Clark
0500000US32007,"53,702",,,,44479019310,74784559,857664,32007,Douglas
0500000US32009,729,,,,9277050177,18552010,858641,32009,Elko
0500000US32011,"1,855",,,,10814982421,11058701,858640,32011,Esmeralda
0500000US32013,"17,285",,,,24969535441,44194837,863310,32013,Eureka
0500000US32015,"5,734",,,,14294783160,662270,863368,32015,Humboldt
0500000US32017,"4,499",,,,27540342252,9802713,863992,32017,Lander
0500000US32019,"59,235",,,,5187939862,59489121,858645,32019,Lincoln
0500000US32021,"4,554",,,,9715777470,155864513,858644,32021,Lyon
0500000US32023,"51,591",,,,47090939212,43207981,863599,32023,Mineral
0500000US32027,"6,650",,,,15634691970,79934815,858646,32027,Nye
0500000US32029,"4,104",,,,683182692,1881025,858642,32029,Pershing
0500000US32031,"486,492",,,,16358044341,582738419,858608,32031,Storey
0500000US32033,"9,080",,,,23016356483,23426584,858615,32033,Washoe
0500000US32510,"58,639",,,,374341372,32594082,863219,32510,White Pine
0500000US33001,"63,705",,,,1040779615,176541257,873174,33001,Belknap
0500000US33003,"50,107",,,,2413515434,159620276,873175,33003,Carroll
0500000US33005,"76,458",,,,1830367250,57589052,873176,33005,Cheshire
0500000US33007,"31,268",,,,4647924324,92545557,873177,33007,Coos
0500000US33009,"91,118",,,,4425249894,106463952,873178,33009,Grafton
0500000US33011,"422,937",,,,2270191096,41320770,873179,33011,Hillsborough
0500000US33013,"153,808",,,,2416197730,57178203,873180,33013,Merrimack
0500000US33015,"314,176",,,,1801055122,258626550,873181,33015,Rockingham
0500000US33017,"130,889",,,,951743430,39154073,873182,33017,Strafford
0500000US33019,"43,063",,,,1393091317,36932078,873183,33019,Sullivan
0500000US34001,"274,534",,,,1438775279,301270067,882270,34001,Atlantic
0500000US34003,"955,732",,,,602918747,35387155,882271,34003,Bergen
0500000US34005,"461,860",,,,2070137466,54133685,882272,34005,Burlington
0500000US34007,"523,485",,,,573325497,15688953,882273,34007,Camden
0500000US34009,"95,263",,,,651437935,955149083,882274,34009,Cape May
0500000US34011,"154,152",,,,1251898249,503713126,882275,34011,Cumberland
0500000US34013,"863,728",,,,326557433,8638155,882276,34013,Essex
0500000US34015,"302,294",,,,833994586,38242080,882277,34015,Gloucester
0500000US34017,"724,854",,,,119640822,41836491,882278,34017,Hudson
0500000US34019,"128,947",,,,1108086284,24761598,882228,34019,Hunterdon
0500000US34021,"387,340",,,,581395408,11337168,882229,34021,Mercer
0500000US34023,"863,162",,,,800946845,35291196,882230,34023,Middlesex
0500000US34025,"643,615",,,,1212585330,500431205,882910,34025,Monmouth
0500000US34027,"509,285",,,,1193912843,53229201,882231,34027,Morris
0500000US34029,"637,229",,,,1627252622,742162011,882279,34029,Ocean
0500000US34031,"524,118",,,,481772301,32052581,882232,34031,Passaic
0500000US34033,"64,837",,,,859519174,105385672,882233,34033,Salem
0500000US34035,"345,361",,,,781829190,7996119,882234,34035,Somerset
0500000US34037,"144,221",,,,1343330731,43707483,882236,34037,Sussex
0500000US34039,"575,345",,,,266163567,6847407,882235,34039,Union
0500000US34041,"109,632",,,,923435921,15822933,882237,34041,Warren
0500000US35001,"676,444",,,,3007611393,15882874,1702363,35001,Bernalillo
0500000US35003,"3,579",,,,17933561654,14193499,929108,35003,Catron
0500000US35005,"65,157",,,,15713914833,20472234,1702364,35005,Chaves
0500000US35006,"27,172",,,,11758505167,5554598,933051,35006,Cibola
0500000US35007,"12,387",,,,9733113274,26296498,929117,35007,Colfax
0500000US35009,"48,430",,,,3640295680,7992977,933053,35009,Curry
0500000US35011,"1,698",,,,6016818946,29090018,933054,35011,De Baca
0500000US35013,"219,561",,,,9863163868,17594250,929109,35013,Doña Ana
0500000US35015,"62,314",,,,10816688004,56493049,936829,35015,Eddy
0500000US35017,"28,185",,,,10259478771,15294669,915980,35017,Grant
0500000US35019,"4,452",,,,7847072132,2887948,929111,35019,Guadalupe
0500000US35021,657,,,,5504963122,1162620,933055,35021,Harding
0500000US35023,"4,178",,,,8905761778,23581028,929106,35023,Hidalgo
0500000US35025,"74,455",,,,11374066527,8147103,1702365,35025,Lea
0500000US35027,"20,269",,,,12512530053,554839,929116,35027,Lincoln
0500000US35028,"19,419",,,,282626748,208105,1702366,35028,Los Alamos
0500000US35029,"25,427",,,,7679776933,433660,933057,35029,Luna
0500000US35031,"72,902",,,,14118189398,12689169,929107,35031,McKinley
0500000US35033,"4,189",,,,4988962636,6093304,1702367,35033,Mora
0500000US35035,"67,839",,,,17126455954,36944199,929104,35035,Otero
0500000US35037,"8,746",,,,7443508559,18554572,929110,35037,Quay
0500000US35039,"40,363",,,,15179593238,91463246,1702368,35039,Rio Arriba
0500000US35041,"19,191",,,,6335242836,18679734,1702369,35041,Roosevelt
0500000US35043,"148,834",,,,9609358329,10852149,929113,35043,San Juan
0500000US35045,"121,661",,,,14289563220,54895407,936844,35045,San Miguel
0500000US35047,"27,201",,,,12228666259,51380263,929114,35047,Sandoval
0500000US35049,"154,823",,,,4947861287,2643021,933322,35049,Santa Fe
0500000US35051,"11,576",,,,10829279105,147645503,1702370,35051,Sierra
0500000US35053,"16,595",,,,17214061665,4843011,1702371,35053,Socorro
0500000US35055,"34,489",,,,5704119617,3383128,933056,35055,Taos
0500000US35057,"15,045",,,,8664061384,2316559,929112,35057,Torrance
0500000US35059,"4,079",,,,9906834380,15498790,929115,35059,Union
0500000US35061,"76,205",,,,2762854197,2760089,933052,35061,Valencia
0500000US36001,"314,848",,,,1354273421,26971925,974099,36001,Albany
0500000US36003,"46,456",,,,2666225086,12989848,974100,36003,Allegany
0500000US36005,"1,472,654",,,,109233466,39353304,974101,36005,Bronx
0500000US36007,"198,683",,,,1827594819,25109986,974102,36007,Broome
0500000US36009,"77,042",,,,3388125876,36783591,974103,36009,Cattaraugus
0500000US36011,"76,248",,,,1791201989,445696708,974104,36011,Cayuga
0500000US36013,"127,657",,,,2746454150,1139025723,974105,36013,Chautauqua
0500000US36015,"84,148",,,,1054988440,8875327,974106,36015,Chemung
0500000US36017,"47,220",,,,2314393901,13046917,974107,36017,Chenango
0500000US36019,"79,843",,,,2687763026,206582000,974108,36019,Clinton
0500000US36021,"61,570",,,,1643770717,35071400,974109,36021,Columbia
0500000US36023,"46,809",,,,1291817953,7110638,974110,36023,Cortland
0500000US36025,"44,308",,,,3736306657,64163829,974111,36025,Delaware
0500000US36027,"295,911",,,,2060598612,76906718,974112,36027,Dutchess
0500000US36029,"954,236",,,,2700660508,476879106,974113,36029,Erie
0500000US36031,"37,381",,,,4646753187,316350562,974114,36031,Essex
0500000US36033,"47,555",,,,4219857155,176622254,974115,36033,Franklin
0500000US36035,"53,324",,,,1283234687,96916403,974116,36035,Fulton
0500000US36037,"58,388",,,,1276705561,6137411,974117,36037,Genesee
0500000US36039,"47,931",,,,1676140500,28201061,974118,36039,Greene
0500000US36041,"5,107",,,,4447989312,234204424,974119,36041,Hamilton
0500000US36043,"60,139",,,,3653400318,120358453,974120,36043,Herkimer
0500000US36045,"116,721",,,,3283879458,1524564723,974121,36045,Jefferson
0500000US36047,"2,736,074",,,,179684484,71158757,974122,36047,Kings
0500000US36049,"26,582",,,,3306017158,39659426,974123,36049,Lewis
0500000US36051,"61,834",,,,1636254771,22005356,974124,36051,Livingston
0500000US36053,"68,016",,,,1696054036,16691322,974125,36053,Madison
0500000US36055,"759,443",,,,1701487467,1838259078,974126,36055,Monroe
0500000US36057,"49,532",,,,1044051406,18614750,974127,36057,Montgomery
0500000US36059,"1,395,774",,,,736959587,437291722,974128,36059,Nassau
0500000US36061,"1,694,251",,,,58683562,29010735,974129,36061,New York
0500000US36063,"212,666",,,,1352887560,1598842379,974130,36063,Niagara
0500000US36065,"232,125",,,,3140213529,117357247,974131,36065,Oneida
0500000US36067,"476,516",,,,2016027798,70512843,974132,36067,Onondaga
0500000US36069,"112,458",,,,1668147120,47854414,974133,36069,Ontario
0500000US36071,"401,310",,,,2103267971,67958489,974134,36071,Orange
0500000US36073,"40,343",,,,1013366838,1103741900,974135,36073,Orleans
0500000US36075,"117,525",,,,2464629969,933476017,974136,36075,Oswego
0500000US36077,"58,524",,,,2594487152,36314099,974137,36077,Otsego
0500000US36079,"97,668",,,,596349758,41229989,974138,36079,Putnam
0500000US36081,"2,405,464",,,,281594049,188444349,974139,36081,Queens
0500000US36083,"161,130",,,,1689859763,33525770,974140,36083,Rensselaer
0500000US36085,"495,747",,,,148982680,117441533,974141,36085,Richmond
0500000US36087,"338,329",,,,449841002,66919665,974142,36087,Rockland
0500000US36089,"108,505",,,,6939601205,367206795,977309,36089,Saratoga
0500000US36091,"235,509",,,,2097812305,87488004,974143,36091,Schenectady
0500000US36093,"158,061",,,,530089712,12366944,974144,36093,Schoharie
0500000US36095,"29,714",,,,1610503552,11676951,974145,36095,Schuyler
0500000US36097,"17,898",,,,850405403,36246373,974146,36097,Seneca
0500000US36099,"33,814",,,,838372770,172818530,974147,36099,St. Lawrence
0500000US36101,"93,584",,,,3601398422,35039875,974148,36101,Steuben
0500000US36103,"1,525,920",,,,2359242298,3787452993,974149,36103,Suffolk
0500000US36105,"78,624",,,,2507484145,73737483,974150,36105,Sullivan
0500000US36107,"48,455",,,,1343600016,11044570,974151,36107,Tioga
0500000US36109,"105,740",,,,1229316849,43785776,974152,36109,Tompkins
0500000US36111,"181,851",,,,2911757764,94596811,974153,36111,Ulster
0500000US36113,"65,737",,,,2246093480,166839689,974154,36113,Warren
0500000US36115,"61,302",,,,2152770306,38126377,974155,36115,Washington
0500000US36117,"91,283",,,,1563912969,2018185131,974156,36117,Wayne
0500000US36119,"1,004,457",,,,1115568226,179637635,974157,36119,Westchester
0500000US36121,"40,531",,,,1535219438,9158067,974158,36121,Wyoming
0500000US36123,"24,774",,,,875777224,97488350,974159,36123,Yates
0500000US37001,"171,415",,,,1096736059,27940532,1008531,37001,Alamance
0500000US37003,"36,444",,,,673358184,9445988,1008532,37003,Alexander
0500000US37005,"10,888",,,,608220280,3687222,1008533,37005,Alleghany
0500000US37007,"22,055",,,,1376478143,14603213,1008534,37007,Anson
0500000US37009,"26,577",,,,1104018852,8062960,1008535,37009,Ashe
0500000US37011,"17,806",,,,640602137,445285,1008536,37011,Avery
0500000US37013,"44,652",,,,2156776424,336988229,1026333,37013,Beaufort
0500000US37015,"17,934",,,,1810858588,109120751,1026334,37015,Bertie
0500000US37017,"29,606",,,,2266321541,33022256,1026336,37017,Bladen
0500000US37019,"136,693",,,,2201703877,516599618,1026340,37019,Brunswick
0500000US37021,"269,452",,,,1700318978,8942802,1008538,37021,Buncombe
0500000US37023,"87,570",,,,1311146879,20719897,1008539,37023,Burke
0500000US37025,"225,804",,,,935587398,6985702,1008540,37025,Cabarrus
0500000US37027,"80,652",,,,1222184252,7052759,1008541,37027,Caldwell
0500000US37029,"10,355",,,,622438924,181122666,1026335,37029,Camden
0500000US37031,"67,686",,,,1314688730,2131061851,1026337,37031,Carteret
0500000US37033,"22,736",,,,1101694783,8641803,1008542,37033,Caswell
0500000US37035,"160,610",,,,1039553243,37942736,1008543,37035,Catawba
0500000US37037,"76,285",,,,1765540362,70582736,1008544,37037,Chatham
0500000US37039,"28,774",,,,1179845613,28813485,1008545,37039,Cherokee
0500000US37041,"13,708",,,,447179939,157966156,1025822,37041,Chowan
0500000US37043,"11,089",,,,556804503,15017755,1008546,37043,Clay
0500000US37045,"99,519",,,,1202400603,10177696,1008547,37045,Cleveland
0500000US37047,"50,623",,,,2429722353,43711694,1026339,37047,Columbus
0500000US37049,"100,720",,,,1830014540,172777671,1026123,37049,Craven
0500000US37051,"334,728",,,,1690111832,15337659,1026124,37051,Cumberland
0500000US37053,"28,100",,,,678341928,685097880,1026125,37053,Currituck
0500000US37055,"36,915",,,,992558307,3000513520,1026133,37055,Dare
0500000US37057,"168,930",,,,1432728609,37604804,1008548,37057,Davidson
0500000US37059,"42,712",,,,682977540,7511429,1008549,37059,Davie
0500000US37061,"48,715",,,,2110115795,14237879,1026132,37061,Duplin
0500000US37063,"324,833",,,,742303736,29156730,1008550,37063,Durham
0500000US37065,"48,900",,,,1309074148,3705924,1008551,37065,Edgecombe
0500000US37067,"382,590",,,,1056328480,11658537,1008552,37067,Forsyth
0500000US37069,"68,573",,,,1273761673,7173998,1008553,37069,Franklin
0500000US37071,"227,943",,,,921389651,20549064,1008554,37071,Gaston
0500000US37073,"10,478",,,,882181709,13292008,1026126,37073,Gates
0500000US37075,"8,030",,,,756189029,25057776,1008555,37075,Graham
0500000US37077,"60,992",,,,1377850210,14503653,1008556,37077,Granville
0500000US37079,"20,451",,,,690838977,1229492,1008557,37079,Greene
0500000US37081,"541,299",,,,1672930802,30338282,1008558,37081,Guilford
0500000US37083,"48,622",,,,1874472930,16919664,1008559,37083,Halifax
0500000US37085,"133,568",,,,1540870409,16294103,1008560,37085,Harnett
0500000US37087,"62,089",,,,1433713845,2438478,1008561,37087,Haywood
0500000US37089,"116,281",,,,965934305,5531390,1008562,37089,Henderson
0500000US37091,"21,552",,,,914689325,18737418,1026127,37091,Hertford
0500000US37093,"52,082",,,,1010491623,3949309,1008563,37093,Hoke
0500000US37095,"4,589",,,,1585966933,2192929400,1008564,37095,Hyde
0500000US37097,"186,693",,,,1487728598,59511173,1008565,37097,Iredell
0500000US37099,"43,109",,,,1271968590,9746824,1008566,37099,Jackson
0500000US37101,"215,999",,,,2051314624,9394347,1026327,37101,Johnston
0500000US37103,"9,172",,,,1220836958,6031825,1026338,37103,Jones
0500000US37105,"63,285",,,,660607453,10725289,1008567,37105,Lee
0500000US37107,"55,122",,,,1033630014,5900299,1008568,37107,Lenoir
0500000US37109,"86,810",,,,766239897,23350160,1008569,37109,Lincoln
0500000US37111,"44,578",,,,1139476688,13977729,1025836,37111,Macon
0500000US37113,"37,014",,,,1335344502,10604264,1025833,37113,Madison
0500000US37115,"21,193",,,,1164498325,4840167,1025834,37115,Martin
0500000US37117,"22,031",,,,1182102539,746610,1026328,37117,McDowell
0500000US37119,"1,115,482",,,,1356133007,58206612,1008570,37119,Mecklenburg
0500000US37121,"14,903",,,,573036225,1632150,1008571,37121,Mitchell
0500000US37123,"25,751",,,,1273075627,25886753,1008572,37123,Montgomery
0500000US37125,"99,727",,,,1806983006,20712954,1008573,37125,Moore
0500000US37127,"94,970",,,,1399742831,6174819,1008574,37127,Nash
0500000US37129,"225,702",,,,497937486,353803887,1026329,37129,New Hanover
0500000US37131,"17,471",,,,1390049342,35874601,1008575,37131,Northampton
0500000US37133,"204,576",,,,1973791553,370648829,1026341,37133,Onslow
0500000US37135,"148,696",,,,1029651668,8829147,1008576,37135,Orange
0500000US37137,"12,276",,,,871570771,583036551,1023355,37137,Pamlico
0500000US37139,"40,568",,,,587610259,161751355,1026330,37139,Pasquotank
0500000US37141,"60,203",,,,2256645360,162833419,1026129,37141,Pender
0500000US37143,"13,005",,,,640173980,211755191,1025841,37143,Perquimans
0500000US37145,"39,097",,,,1016154889,31205409,1008577,37145,Person
0500000US37147,"170,243",,,,1689620170,8247778,1008578,37147,Pitt
0500000US37149,"19,328",,,,615606322,1964035,1008579,37149,Polk
0500000US37151,"144,171",,,,2026237917,19758154,1008580,37151,Randolph
0500000US37153,"42,946",,,,1226849523,15575098,1008581,37153,Richmond
0500000US37155,"116,530",,,,2453481924,5076395,1026130,37155,Robeson
0500000US37157,"91,096",,,,1465006547,18434917,1008582,37157,Rockingham
0500000US37159,"146,875",,,,1325058762,31968195,1008583,37159,Rowan
0500000US37161,"64,444",,,,1464476090,4692959,1008584,37161,Rutherford
0500000US37163,"59,036",,,,2449946536,4923828,1026131,37163,Sampson
0500000US37165,"34,174",,,,826569986,3842049,1008585,37165,Scotland
0500000US37167,"62,504",,,,1023250043,25187035,1025844,37167,Stanly
0500000US37169,"44,520",,,,1163797562,17578802,1008586,37169,Stokes
0500000US37171,"71,359",,,,1379543351,10391163,1008587,37171,Surry
0500000US37173,"14,117",,,,1366810476,32416167,1008588,37173,Swain
0500000US37175,"32,986",,,,979943598,5091023,1008589,37175,Transylvania
0500000US37177,"3,245",,,,1012106669,534571696,1026332,37177,Tyrrell
0500000US37179,"238,267",,,,1638781163,17889220,1008590,37179,Union
0500000US37181,"42,578",,,,653701481,42190675,1008591,37181,Vance
0500000US37183,"1,129,410",,,,2161639293,58012743,1008592,37183,Wake
0500000US37185,"18,642",,,,1112117461,38615564,1008593,37185,Warren
0500000US37187,"11,003",,,,897456201,195282199,1026331,37187,Washington
0500000US37189,"54,086",,,,809214848,2271720,1008594,37189,Watauga
0500000US37191,"117,333",,,,1434651139,9842326,1026128,37191,Wayne
0500000US37193,"65,969",,,,1952020335,6854041,1008595,37193,Wilkes
0500000US37195,"78,784",,,,952013027,14332439,1008596,37195,Wilson
